date,cost,is_anomaly
2023-05-23,58.503284455260676,False
2023-05-24,61.424204299971954,False
2023-05-25,51.290106801128594,False
2023-05-26,48.20450492200638,False
2023-05-27,49.20905774307624,False
2023-05-28,56.92762734075086,False
2023-05-29,66.85259255210714,False
2023-05-30,65.72056899979064,False
2023-05-31,60.49516540182454,False
2023-06-01,50.971968828582085,False
2023-06-02,44.77652786843235,False
2023-06-03,49.93642441303571,False
2023-06-04,57.53865234754511,False
2023-06-05,69.30844160048389,False
2023-06-06,65.99024686187325,False
2023-06-07,64.26928844600972,False
2023-06-08,52.931043291442016,False
2023-06-09,46.59574540329433,False
2023-06-10,48.84999785355862,False
2023-06-11,55.874321806392636,False
2023-06-12,70.74006105704963,False
2023-06-13,63.48526325978147,False
2023-06-14,64.18653752414954,False
2023-06-15,52.07014855279855,False
2023-06-16,53.295295741168125,False
2023-06-17,53.25020103857336,False
2023-06-18,57.930086307025675,False
2023-06-19,64.58236428133787,False
2023-06-20,64.33506021116641,False
2023-06-21,63.35928651738669,False
2023-06-22,53.76397964603724,False
2023-06-23,47.17375941124369,False
2023-06-24,48.6115354172968,False
2023-06-25,59.267763753166136,False
2023-06-26,69.79192562897538,False
2023-06-27,67.12939813817488,False
2023-06-28,62.015154934610756,False
2023-06-29,56.33640850586716,False
2023-06-30,55.11858192766589,False
2023-07-01,53.45349564434726,False
2023-07-02,57.867218307498625,False
2023-07-03,68.7235179899239,False
2023-07-04,68.28569261283944,False
2023-07-05,67.32833788892854,False
2023-07-06,56.3786333987254,False
2023-07-07,47.87716960738391,False
2023-07-08,49.04087054251873,False
2023-07-09,64.40278379669387,False
2023-07-10,70.92564902209416,False
2023-07-11,66.8108656576068,False
2023-07-12,61.921507949532554,False
2023-07-13,60.563262963786244,False
2023-07-14,48.57943965641498,False
2023-07-15,50.81116708338814,False
2023-07-16,61.729980384067076,False
2023-07-17,64.9208364911654,False
2023-07-18,67.68405769729436,False
2023-07-19,62.93074121736693,False
2023-07-20,126.59163821360406,True
2023-07-21,56.47302228648658,False
2023-07-22,54.11710286096104,False
2023-07-23,62.08181637983057,False
2023-07-24,60.30413555665113,False
2023-07-25,67.90326809166426,False
2023-07-26,61.241379102062005,False
2023-07-27,53.22249090578886,False
2023-07-28,49.966119601759125,False
2023-07-29,53.192977818153395,False
2023-07-30,63.247707627068095,False
2023-07-31,62.82547370652555,False
2023-08-01,68.49131777523786,False
2023-08-02,62.66856161293983,False
2023-08-03,56.245910803973814,False
2023-08-04,55.95885017845922,False
2023-08-05,56.1596944512675,False
2023-08-06,64.86219432232811,False
2023-08-07,66.69113482199442,False
2023-08-08,66.66159546244249,False
2023-08-09,63.799493462299026,False
2023-08-10,58.3064204608731,False
2023-08-11,53.83029677790653,False
2023-08-12,51.642183923555656,False
2023-08-13,61.47146934488356,False
2023-08-14,68.18933685016087,False
2023-08-15,76.65184541005638,False
2023-08-16,70.45160374678568,False
2023-08-17,55.36920003538313,False
2023-08-18,52.78842661789791,False
2023-08-19,50.855022134744786,False
2023-08-20,59.77787895810953,False
2023-08-21,68.80146687051521,False
2023-08-22,73.06698416011932,False
2023-08-23,62.9838183997096,False
2023-08-24,56.316490766856155,False
2023-08-25,47.558709613329455,False
2023-08-26,55.107350378620964,False
2023-08-27,58.71275676442113,False
2023-08-28,66.61633357764586,False
2023-08-29,67.16884096295189,False
2023-08-30,65.23828225018269,False
2023-08-31,53.3557449129896,False
2023-09-01,49.949440966372435,False
2023-09-02,62.33308947634062,False
2023-09-03,58.38773225617778,False
2023-09-04,65.26429512438021,False
2023-09-05,75.66016388241853,False
2023-09-06,74.58627142066175,False
2023-09-07,55.46423020058363,False
2023-09-08,53.595829832181366,False
2023-09-09,57.320014793077284,False
2023-09-10,67.78609293321671,False
2023-09-11,65.94408062445959,False
2023-09-12,69.76358975962826,False
2023-09-13,68.55308264112571,False
2023-09-14,60.63322831045945,False
2023-09-15,53.922108488855145,False
2023-09-16,56.24387924670752,False
2023-09-17,58.825312574889814,False
2023-09-18,116.51822206729435,True
2023-09-19,70.05026082742775,False
2023-09-20,67.26757958181919,False
2023-09-21,58.0129484306025,False
2023-09-22,56.815192270180845,False
2023-09-23,60.033495593715166,False
2023-09-24,63.76628798300544,False
2023-09-25,70.65992108494183,False
2023-09-26,71.3588893401882,False
2023-09-27,66.92132309221482,False
2023-09-28,57.86425598643116,False
2023-09-29,56.70005948756539,False
2023-09-30,57.05348834501539,False
2023-10-01,69.92950492679188,False
2023-10-02,74.67471656716998,False
2023-10-03,72.7069629551241,False
2023-10-04,64.98189828385622,False
2023-10-05,57.0416956711094,False
2023-10-06,59.67400556181205,False
2023-10-07,58.48359581569717,False
2023-10-08,65.44043021017475,False
2023-10-09,65.07089389882158,False
2023-10-10,74.68173874212917,False
2023-10-11,68.98433092758357,False
2023-10-12,57.39763803381618,False
2023-10-13,55.03600228019555,False
2023-10-14,58.83649975332534,False
2023-10-15,64.50740039506847,False
2023-10-16,69.77813830233353,False
2023-10-17,71.93895849325669,False
2023-10-18,67.21513777831998,False
2023-10-19,61.53661762336696,False
2023-10-20,61.21505262152495,False
2023-10-21,50.69537281746179,False
2023-10-22,63.98944920647098,False
2023-10-23,71.53418912386171,False
2023-10-24,73.4874052665159,False
2023-10-25,67.2053261689765,False
2023-10-26,56.15876473962397,False
2023-10-27,58.13456315368775,False
2023-10-28,63.92739878274812,False
2023-10-29,60.44841578525144,False
2023-10-30,73.94613590083881,False
2023-10-31,71.96384762808597,False
2023-11-01,68.487096875454,False
2023-11-02,58.62023455494761,False
2023-11-03,56.497208185477824,False
2023-11-04,62.99548192435261,False
2023-11-05,67.14796572596327,False
2023-11-06,76.90158667597397,False
2023-11-07,76.83165896438766,False
2023-11-08,70.33832994972941,False
2023-11-09,67.36073366556299,False
2023-11-10,59.16755617876039,False
2023-11-11,61.929312670646816,False
2023-11-12,64.86028713939585,False
2023-11-13,72.25428930732194,False
2023-11-14,71.55715182755378,False
2023-11-15,72.339821716725,False
2023-11-16,58.94401921771517,False
2023-11-17,60.547627729798414,False
2023-11-18,59.22339496774033,False
2023-11-19,69.61374128040175,False
2023-11-20,74.657258825938,False
2023-11-21,79.46136177039507,False
2023-11-22,71.91339398635652,False
2023-11-23,58.1128093201002,False
2023-11-24,58.349717183850764,False
2023-11-25,56.62932656247126,False
2023-11-26,64.89516047290127,False
2023-11-27,216.407344046808,True
2023-11-28,76.26202473014769,False
2023-11-29,67.9742786272041,False
2023-11-30,60.13777798773848,False
2023-12-01,58.99892298117419,False
2023-12-02,56.84566769211221,False
2023-12-03,64.78657916781016,False
2023-12-04,74.04068027439773,False
2023-12-05,78.16535940577474,False
2023-12-06,72.24735432961423,False
2023-12-07,56.655061561265114,False
2023-12-08,60.16367688963622,False
2023-12-09,61.0614488599535,False
2023-12-10,68.39167085611827,False
2023-12-11,78.3032809046978,False
2023-12-12,68.85970846704033,False
2023-12-13,68.99775963736732,False
2023-12-14,65.65164905543963,False
2023-12-15,54.855793504183666,False
2023-12-16,65.6231952844162,False
2023-12-17,68.60506983810153,False
2023-12-18,76.34440381727428,False
2023-12-19,73.68659231288932,False
2023-12-20,73.56236098283904,False
2023-12-21,67.43434475502644,False
2023-12-22,60.649210762956926,False
2023-12-23,62.24855081835193,False
2023-12-24,68.66102971784501,False
2023-12-25,71.56461606552611,False
2023-12-26,75.3068372567336,False
2023-12-27,71.01350231558348,False
2023-12-28,65.72911168012035,False
2023-12-29,63.300049443276336,False
2023-12-30,58.71973989432051,False
2023-12-31,67.82497290904094,False
